student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S00785,I021,sql presentation excel manufacturing networking,ml writing,7.01,4500,0,0
S00859,I038,sql communication python,cloud autocad analysis python sql,9.2,4500,0,0
S00833,I018,networking backend manufacturing writing autocad ml,java backend networking,8.86,5000,0,0
S00387,I030,autocad frontend manufacturing,sql frontend,7.46,5500,1,1
S00801,I019,backend presentation analysis communication,design writing java,6.02,5500,1,0
S01840,I004,communication excel presentation design ml,excel sql design autocad,9.64,4500,0,0
S01881,I025,writing frontend design ml analysis,networking excel,8.28,5000,0,0
S01523,I037,design java excel manufacturing ml frontend,java manufacturing,7.87,5000,0,0
S01915,I021,frontend cloud sql,ml writing,10.0,4500,1,0
S01281,I012,autocad sql networking backend,analysis frontend sql,8.48,4500,0,0
S00701,I006,autocad manufacturing communication analysis,sql backend,6.58,5000,0,0
S01025,I002,sql python communication,python sql,5.44,5500,0,0
S00064,I014,networking ml cloud sql,analysis ml networking python,7.94,5000,0,0
S01652,I005,analysis cloud java frontend,presentation sql,7.74,4500,0,0
S01373,I025,ml manufacturing networking presentation cloud design,networking excel,8.65,5000,0,0
S01737,I038,excel autocad sql,cloud autocad analysis python sql,8.35,4500,0,0
S01003,I002,manufacturing writing communication java python,python sql,5.0,5500,1,0
S01259,I013,ml cloud excel design manufacturing presentation,excel backend,9.81,5500,0,0
S00683,I011,sql python communication backend ml,presentation communication excel ml cloud,8.51,5500,1,1
S00287,I007,design analysis communication java python excel,cloud networking backend communication ml,6.79,4500,0,0
S00801,I040,backend presentation analysis communication,java cloud,6.02,4500,0,0
S00688,I025,java networking manufacturing,networking excel,6.03,5000,0,0
S00776,I005,presentation writing frontend analysis python,presentation sql,8.34,4500,0,0
S01943,I018,analysis ml manufacturing cloud,java backend networking,6.97,5000,1,0
S00194,I014,analysis sql design,analysis ml networking python,8.37,5000,0,0
S01596,I022,analysis networking java presentation excel,networking java,8.43,4500,0,0
S01193,I012,python networking backend cloud ml design,analysis frontend sql,6.19,4500,0,0
S01655,I025,java sql excel cloud presentation,networking excel,6.52,5000,0,0
S00863,I006,excel networking frontend ml analysis,sql backend,6.6,5000,1,1
S00428,I017,frontend ml networking python sql presentation,networking autocad,8.02,5000,1,0
S00773,I024,analysis design python communication,autocad analysis writing python backend,6.0,5000,0,0
S00505,I006,cloud networking writing,sql backend,7.31,5000,0,0
S00045,I017,analysis ml writing cloud,networking autocad,7.46,5000,0,0
S01713,I032,excel ml presentation cloud frontend,sql frontend manufacturing,5.0,5000,0,0
S01170,I018,design manufacturing ml python communication presentation,java backend networking,7.71,5000,0,0
S01267,I001,frontend sql design,java writing sql,5.33,5000,1,1
S01637,I034,writing excel networking communication,python networking,7.45,5000,0,0
S01156,I030,sql autocad presentation networking,sql frontend,8.06,5500,1,1
S00906,I013,communication java sql,excel backend,6.61,5500,0,0
S00462,I003,java ml frontend analysis presentation sql,networking manufacturing frontend java python,8.25,5500,0,0
S01421,I038,ml communication frontend,cloud autocad analysis python sql,8.03,4500,0,0
S01631,I024,manufacturing java frontend python ml,autocad analysis writing python backend,7.66,5000,0,0
S01532,I035,python networking analysis excel autocad sql,java autocad communication sql,9.22,4500,0,0
S01364,I009,backend java sql analysis manufacturing,sql excel analysis python,7.2,5500,1,1
S01207,I025,design cloud writing backend networking,networking excel,8.24,5000,1,0
S02000,I037,python frontend writing ml analysis communication,java manufacturing,10.0,5000,0,0
S00397,I036,ml autocad networking java presentation communication,frontend autocad,8.29,5500,0,0
S01227,I006,analysis cloud sql,sql backend,6.61,5000,1,1
S00882,I017,presentation autocad excel sql,networking autocad,6.91,5000,0,0
S01026,I014,sql python java cloud frontend,analysis ml networking python,7.63,5000,0,0
S00744,I019,manufacturing ml autocad excel presentation python,design writing java,7.39,5500,0,0
S00993,I013,design python excel presentation,excel backend,8.55,5500,0,0
S00274,I013,networking excel manufacturing communication ml java,excel backend,7.74,5500,1,1
S01742,I019,communication java autocad writing,design writing java,7.84,5500,1,0
S01142,I036,manufacturing communication python java,frontend autocad,8.53,5500,0,0
S00117,I031,backend excel ml,communication sql,6.57,4500,0,0
S01412,I037,communication python ml manufacturing analysis sql,java manufacturing,9.09,5000,0,0
S00488,I014,ml excel communication autocad writing,analysis ml networking python,7.92,5000,0,0
S01221,I034,java networking communication ml excel,python networking,6.11,5000,0,0
S01178,I033,sql presentation frontend analysis,backend excel java,7.72,5000,1,1
S00438,I037,java communication writing sql excel autocad,java manufacturing,8.66,5000,1,0
S01663,I024,sql backend autocad python,autocad analysis writing python backend,8.2,5000,1,1
S01049,I002,networking cloud design java frontend,python sql,6.24,5500,1,0
S01303,I023,sql manufacturing communication networking,manufacturing presentation design,7.59,5500,0,0
S01328,I035,communication manufacturing presentation,java autocad communication sql,7.55,4500,0,0
S00316,I037,python sql communication,java manufacturing,7.55,5000,0,0
S00863,I024,excel networking frontend ml analysis,autocad analysis writing python backend,6.6,5000,0,0
S00551,I019,design java networking ml,design writing java,7.23,5500,0,0
S00420,I015,networking backend java,frontend analysis,5.62,5500,0,0
S00978,I009,ml analysis java,sql excel analysis python,7.37,5500,0,0
S01051,I012,writing java frontend sql cloud,analysis frontend sql,7.36,4500,1,0
S00655,I034,communication ml analysis python autocad excel,python networking,7.43,5000,0,0
S00705,I001,python java excel analysis communication,java writing sql,7.55,5000,1,0
S00285,I010,writing sql cloud manufacturing excel python,manufacturing design backend,6.67,5500,1,1
S01624,I040,manufacturing ml excel backend autocad,java cloud,6.77,4500,0,0
S01447,I007,writing presentation design,cloud networking backend communication ml,5.0,4500,0,0
S01414,I040,analysis writing communication networking backend python,java cloud,7.19,4500,1,1
S01124,I020,cloud python communication,networking excel,7.95,5000,1,0
S00214,I010,frontend manufacturing cloud sql,manufacturing design backend,6.59,5500,0,0
S01080,I011,manufacturing writing analysis sql ml backend,presentation communication excel ml cloud,7.09,5500,0,0
S00076,I021,backend sql presentation design cloud,ml writing,5.96,4500,0,0
S00380,I040,presentation sql excel networking backend frontend,java cloud,8.74,4500,0,0
S00910,I020,backend networking frontend manufacturing writing,networking excel,7.1,5000,0,0
S01118,I034,analysis ml design python cloud,python networking,7.33,5000,1,1
S00055,I035,cloud writing frontend presentation manufacturing analysis,java autocad communication sql,7.61,4500,1,1
S00738,I016,communication manufacturing sql cloud,backend networking,6.04,5000,0,0
S00632,I035,design networking writing excel,java autocad communication sql,9.78,4500,0,0
S00934,I005,excel presentation java,presentation sql,8.44,4500,0,0
S01193,I012,python networking backend cloud ml design,analysis frontend sql,6.19,4500,0,0
S01108,I021,excel cloud communication,ml writing,7.47,4500,0,0
S00075,I009,manufacturing java backend design cloud python,sql excel analysis python,9.04,5500,0,0
S00022,I025,communication presentation writing cloud,networking excel,6.16,5000,1,0
S01436,I034,autocad java networking manufacturing,python networking,8.51,5000,0,0
S00420,I024,networking backend java,autocad analysis writing python backend,5.62,5000,0,0
S00877,I009,communication ml backend python presentation analysis,sql excel analysis python,7.65,5500,0,0
S00603,I029,communication writing backend manufacturing networking,design java excel,6.97,5500,0,0
S00164,I021,cloud writing analysis backend frontend,ml writing,5.92,4500,0,0
S01032,I023,sql excel ml python autocad analysis,manufacturing presentation design,5.83,5500,0,0
S01179,I026,backend excel python manufacturing,networking analysis sql manufacturing cloud,8.18,4500,0,0
S00176,I039,analysis sql excel networking,cloud ml writing,8.43,4500,0,0
S01258,I004,excel presentation sql,excel sql design autocad,7.79,4500,1,0
S01971,I004,sql autocad networking presentation backend,excel sql design autocad,7.55,4500,0,0
S01923,I029,analysis backend java sql,design java excel,6.76,5500,1,0
S00552,I025,communication writing cloud sql,networking excel,7.89,5000,0,0
S00679,I018,manufacturing backend java excel communication,java backend networking,6.67,5000,0,0
S00217,I007,analysis frontend backend python,cloud networking backend communication ml,7.75,4500,0,0
S01998,I038,autocad sql analysis,cloud autocad analysis python sql,7.46,4500,0,0
S01498,I002,frontend manufacturing excel cloud analysis sql,python sql,5.95,5500,0,0
S01163,I014,frontend manufacturing cloud presentation ml,analysis ml networking python,7.14,5000,1,0
S01571,I004,autocad manufacturing writing networking,excel sql design autocad,7.22,4500,1,1
S01874,I009,design excel sql presentation cloud communication,sql excel analysis python,8.02,5500,0,0
S01483,I008,communication java python ml,networking ml manufacturing,8.0,5500,0,0
S01136,I009,communication design cloud,sql excel analysis python,6.68,5500,0,0
S01414,I026,analysis writing communication networking backend python,networking analysis sql manufacturing cloud,7.19,4500,0,0
S01178,I007,sql presentation frontend analysis,cloud networking backend communication ml,7.72,4500,0,0
S01209,I018,manufacturing networking autocad frontend python,java backend networking,7.61,5000,1,0
S01706,I020,java ml cloud writing networking,networking excel,5.0,5000,0,0
S00806,I015,analysis presentation design frontend,frontend analysis,8.29,5500,1,1
S00161,I035,communication python excel,java autocad communication sql,9.3,4500,0,0
S01385,I025,ml networking manufacturing autocad analysis writing,networking excel,6.95,5000,0,0
S00608,I009,writing frontend presentation manufacturing analysis autocad,sql excel analysis python,7.46,5500,0,0
S01574,I030,frontend autocad design sql backend,sql frontend,8.03,5500,1,0
S00912,I025,writing java presentation python ml communication,networking excel,5.0,5000,0,0
S00773,I038,analysis design python communication,cloud autocad analysis python sql,6.0,4500,0,0
S00902,I015,backend communication java cloud,frontend analysis,6.12,5500,0,0
S00365,I040,cloud communication analysis java autocad manufacturing,java cloud,6.41,4500,0,0
S01251,I006,java autocad excel python,sql backend,6.45,5000,0,0
S01725,I017,cloud python backend,networking autocad,9.41,5000,1,1
S00347,I011,analysis ml networking backend cloud presentation,presentation communication excel ml cloud,8.64,5500,1,1
S01280,I013,manufacturing presentation sql java,excel backend,7.49,5500,0,0
S00588,I023,communication presentation cloud ml,manufacturing presentation design,8.2,5500,0,0
S01024,I033,presentation writing design autocad,backend excel java,6.67,5000,0,0
S00427,I001,python writing autocad communication frontend,java writing sql,8.63,5000,0,0
S00670,I008,autocad java writing frontend networking excel,networking ml manufacturing,8.61,5500,1,1
S00499,I029,frontend java networking,design java excel,9.2,5500,0,0
S01643,I016,excel ml analysis python design presentation,backend networking,6.91,5000,0,0
S01444,I020,design manufacturing communication sql analysis writing,networking excel,9.8,5000,0,0
S00830,I035,communication autocad frontend,java autocad communication sql,6.07,4500,0,0
S00006,I033,networking excel analysis manufacturing communication java,backend excel java,8.34,5000,1,0
S01373,I032,ml manufacturing networking presentation cloud design,sql frontend manufacturing,8.65,5000,0,0
S00715,I021,backend sql networking frontend,ml writing,7.54,4500,0,0
S01526,I029,presentation design autocad sql,design java excel,8.96,5500,1,1
