student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S02564,I051,sql ml frontend autocad financial_modeling,networking ml python,7.58,5000,OBC,F,1,0,0
S01165,I035,java cloud seo,presentation financial_modeling,7.83,5000,GEN,F,1,1,1
S00016,I007,analysis excel,manufacturing design networking pcb_design,7.11,5000,SC,M,1,0,0
S02075,I017,ml java manufacturing python writing,analysis presentation,9.49,5000,GEN,M,0,0,0
S03658,I054,seo communication social_media,networking sql frontend backend,4.97,5000,GEN,M,1,0,0
S02598,I052,backend python surveying cloud,cloud ml frontend,7.94,5000,GEN,M,0,0,0
S02815,I052,design manufacturing analysis networking construction_management,cloud ml frontend,7.56,5000,GEN,F,0,1,1
S03475,I043,ml frontend sql networking manufacturing,presentation seo communication writing,7.14,5000,OBC,F,1,0,0
S00511,I050,excel presentation manufacturing java seo,ml frontend networking,9.53,5000,OBC,M,0,1,1
S03267,I031,analysis design,sql analysis,6.89,5000,GEN,M,0,1,1
S01899,I005,writing seo,design analysis construction_management,7.4,5000,GEN,F,1,0,0
S02558,I035,sql financial_modeling analysis design backend,presentation financial_modeling,6.36,5000,OBC,M,0,0,0
S01198,I013,analysis autocad frontend python,surveying analysis construction_management design,6.0,5000,GEN,M,0,0,0
S00067,I040,surveying ml manufacturing autocad,social_media design writing,5.08,5000,SC,F,1,0,0
S02593,I049,communication analysis sql pcb_design surveying,writing seo design presentation,7.55,5000,GEN,M,0,1,1
S00924,I024,manufacturing cad_modelling frontend seo,python pcb_design design,5.44,5000,GEN,F,0,0,0
S01441,I057,presentation communication analysis cad_modelling financial_modeling,backend sql cloud ml,5.62,5000,GEN,M,1,0,0
S00895,I052,presentation backend seo,cloud ml frontend,4.58,5000,GEN,F,1,0,0
S02323,I048,seo communication java,ml java,7.31,5000,OBC,F,0,0,0
S01227,I060,ml presentation surveying python java,design pcb_design analysis python,6.19,5000,GEN,M,0,0,0
S03533,I029,java networking python,design communication,6.84,5000,OBC,F,0,0,0
S01678,I044,surveying construction_management design excel,sql presentation financial_modeling,6.43,5000,GEN,M,1,0,0
S01990,I055,networking python backend social_media pcb_design,cloud ml backend python,5.76,5000,GEN,F,0,0,0
S00919,I002,ml python construction_management,autocad analysis,6.35,5000,GEN,M,1,1,1
S02330,I025,presentation design,surveying design,7.34,5000,GEN,F,0,0,0
S03770,I031,autocad cad_modelling,sql analysis,7.78,5000,GEN,F,0,1,1
S00346,I023,sql presentation,ml frontend sql java,6.52,5000,GEN,F,0,1,1
S03560,I022,excel financial_modeling design communication sql,writing seo,7.98,5000,GEN,M,1,0,0
S03169,I038,autocad design,sql analysis,7.66,5000,GEN,M,0,0,0
S00776,I001,sql analysis surveying networking frontend,manufacturing design cad_modelling autocad,7.76,5000,GEN,F,1,0,0
S03841,I042,python backend frontend pcb_design communication,communication excel presentation,6.62,5000,SC,F,1,1,1
S01904,I009,surveying python,design autocad,6.04,5000,GEN,F,0,0,0
S00078,I045,excel seo social_media,communication analysis excel,6.43,5000,GEN,M,0,1,1
S02749,I029,cloud ml,design communication,7.15,5000,GEN,M,1,0,0
S00495,I059,social_media sql ml analysis,analysis design manufacturing autocad,8.42,5000,OBC,F,0,1,1
S03281,I041,manufacturing analysis pcb_design surveying presentation,communication design excel seo,8.1,5000,ST,F,1,0,0
S03620,I021,excel presentation construction_management,design manufacturing autocad cad_modelling,6.32,5000,GEN,M,1,0,0
S00712,I049,sql ml social_media,writing seo design presentation,8.63,5000,GEN,M,1,0,0
S00530,I002,social_media presentation java seo,autocad analysis,8.58,5000,OBC,M,1,0,0
S00436,I031,cad_modelling excel financial_modeling,sql analysis,5.59,5000,SC,M,1,0,0
S02976,I040,pcb_design analysis,social_media design writing,7.72,5000,GEN,M,0,1,0
S00849,I002,design presentation frontend,autocad analysis,6.11,5000,OBC,M,1,0,0
S02367,I026,analysis sql communication pcb_design python,networking pcb_design design,7.24,5000,GEN,M,1,0,0
S02329,I048,seo excel python,ml java,6.94,5000,SC,M,0,0,0
S01298,I050,backend sql,ml frontend networking,6.32,5000,OBC,M,0,0,0
S03259,I043,analysis pcb_design,presentation seo communication writing,7.7,5000,OBC,F,1,0,0
S02895,I027,frontend java pcb_design sql presentation,autocad construction_management analysis,6.74,5000,OBC,M,1,0,0
S01449,I014,backend ml analysis sql,backend python frontend,5.99,5000,GEN,F,0,0,0
S02415,I052,design presentation excel,cloud ml frontend,6.54,5000,SC,M,0,0,0
S03105,I054,construction_management surveying frontend social_media,networking sql frontend backend,7.43,5000,GEN,F,1,0,0
S01256,I052,pcb_design python writing ml presentation,cloud ml frontend,7.6,5000,SC,F,0,0,0
S00481,I015,analysis python,communication presentation excel,6.0,5000,GEN,F,1,0,0
S03888,I011,sql backend autocad social_media,communication analysis,7.45,5000,GEN,F,1,0,0
S02989,I031,analysis autocad design financial_modeling cad_modelling,sql analysis,7.08,5000,GEN,M,0,1,1
S01715,I055,writing social_media backend seo communication,cloud ml backend python,7.06,5000,OBC,M,0,0,0
S00822,I031,construction_management communication,sql analysis,6.72,5000,GEN,M,0,0,0
S01464,I031,backend analysis manufacturing excel,sql analysis,6.8,5000,GEN,M,0,0,0
S02277,I001,construction_management design autocad frontend excel,manufacturing design cad_modelling autocad,7.93,5000,GEN,M,0,0,0
S00848,I049,networking sql python,writing seo design presentation,7.65,5000,GEN,M,1,0,0
S01237,I040,autocad analysis,social_media design writing,4.79,5000,OBC,F,1,0,0
S02939,I036,seo communication excel autocad,frontend python,7.15,5000,GEN,F,0,1,1
S02202,I042,autocad social_media,communication excel presentation,6.26,5000,SC,F,1,0,0
S01629,I018,financial_modeling excel java analysis presentation,python java backend,6.47,5000,GEN,M,0,0,0
S02143,I034,design cad_modelling cloud sql,design python manufacturing,5.61,5000,GEN,M,0,0,0
S02889,I006,seo excel autocad,manufacturing cad_modelling analysis design,6.96,5000,OBC,F,0,0,0
S01305,I010,backend sql social_media java,presentation sql,7.42,5000,GEN,F,0,1,1
S01306,I052,python construction_management writing,cloud ml frontend,8.4,5000,ST,F,1,0,0
S00976,I043,networking sql social_media,presentation seo communication writing,8.9,5000,GEN,F,0,0,0
S00346,I052,sql presentation,cloud ml frontend,6.52,5000,GEN,F,0,0,0
S03078,I015,excel cloud design pcb_design,communication presentation excel,6.46,5000,OBC,M,0,0,0
S02010,I033,excel backend,python design analysis,8.07,5000,GEN,F,0,0,0
S02473,I057,sql financial_modeling ml pcb_design,backend sql cloud ml,6.1,5000,GEN,F,0,1,0
S01198,I049,analysis autocad frontend python,writing seo design presentation,6.0,5000,GEN,M,0,0,0
S01825,I035,social_media seo,presentation financial_modeling,7.18,5000,GEN,F,0,0,0
S03076,I003,backend cloud sql networking construction_management,ml sql networking python,6.94,5000,ST,M,1,1,0
S03413,I002,communication social_media writing cad_modelling,autocad analysis,7.34,5000,OBC,F,0,0,0
S01175,I042,writing manufacturing pcb_design,communication excel presentation,7.97,5000,OBC,M,0,0,0
S02223,I038,communication networking frontend,sql analysis,7.52,5000,GEN,F,0,0,0
S02019,I032,autocad analysis manufacturing,construction_management surveying autocad design,7.07,5000,GEN,M,1,1,1
S00682,I009,presentation analysis frontend social_media excel,design autocad,5.9,5000,GEN,F,0,0,0
S01282,I041,seo writing autocad sql,communication design excel seo,6.58,5000,ST,F,1,0,0
S00517,I028,manufacturing writing,design analysis cad_modelling,7.82,5000,SC,F,0,0,0
S00533,I054,analysis excel,networking sql frontend backend,6.55,5000,GEN,F,1,0,0
S01957,I034,construction_management excel java social_media,design python manufacturing,7.98,5000,SC,F,1,0,0
S01882,I058,financial_modeling backend java social_media networking,cloud sql,6.76,5000,SC,M,1,0,0
S01450,I052,writing seo social_media frontend,cloud ml frontend,7.09,5000,OBC,F,1,0,0
S01832,I014,communication sql,backend python frontend,7.3,5000,GEN,F,0,0,0
S02029,I041,sql networking frontend,communication design excel seo,7.34,5000,ST,F,1,0,0
S03139,I057,design communication excel seo,backend sql cloud ml,6.94,5000,GEN,M,0,0,0
S02793,I023,seo social_media presentation backend ml,ml frontend sql java,7.08,5000,GEN,F,0,0,0
S02802,I012,social_media seo communication,writing excel seo,7.5,5000,OBC,F,1,0,0
S03297,I033,surveying social_media,python design analysis,7.36,5000,GEN,F,0,0,0
S02058,I007,presentation sql social_media backend,manufacturing design networking pcb_design,6.17,5000,GEN,F,0,0,0
S03024,I048,financial_modeling communication presentation surveying,ml java,7.38,5000,SC,F,0,0,0
S00729,I010,design excel autocad construction_management,presentation sql,5.91,5000,SC,M,0,0,0
S03259,I007,analysis pcb_design,manufacturing design networking pcb_design,7.7,5000,OBC,F,1,1,0
S03301,I016,python networking presentation writing,manufacturing python,6.08,5000,GEN,M,1,0,0
S01653,I008,analysis writing social_media manufacturing construction_management,networking manufacturing python design,7.87,5000,ST,F,0,1,0
S02778,I015,cloud backend sql,communication presentation excel,8.29,5000,GEN,F,0,0,0
S00487,I020,python java,financial_modeling excel presentation,5.88,5000,SC,M,0,0,0
S03102,I060,social_media seo communication ml,design pcb_design analysis python,7.43,5000,GEN,M,1,0,0
S01857,I048,presentation frontend social_media manufacturing analysis,ml java,8.28,5000,GEN,F,1,0,0
S03647,I021,analysis communication sql,design manufacturing autocad cad_modelling,5.79,5000,GEN,F,1,0,0
S02019,I017,autocad analysis manufacturing,analysis presentation,7.07,5000,GEN,M,1,0,0
S03734,I014,design manufacturing writing communication analysis,backend python frontend,6.77,5000,OBC,M,1,0,0
S01270,I016,design analysis,manufacturing python,6.05,5000,GEN,F,1,0,0
S01659,I001,manufacturing python,manufacturing design cad_modelling autocad,6.4,5000,ST,M,0,0,0
S03009,I014,seo java manufacturing financial_modeling analysis,backend python frontend,7.48,5000,GEN,M,1,0,0
S02609,I011,analysis financial_modeling,communication analysis,6.98,5000,OBC,F,0,1,0
S01488,I035,financial_modeling communication,presentation financial_modeling,7.7,5000,GEN,M,1,0,0
S01716,I006,excel cloud surveying design,manufacturing cad_modelling analysis design,7.45,5000,GEN,F,1,0,0
S00496,I053,ml writing social_media,backend sql cloud,6.43,5000,OBC,M,1,0,0
S00118,I021,construction_management autocad surveying backend,design manufacturing autocad cad_modelling,5.49,5000,OBC,M,1,1,1
S02673,I051,autocad surveying,networking ml python,7.29,5000,GEN,F,1,1,1
S01590,I008,analysis social_media financial_modeling,networking manufacturing python design,6.36,5000,OBC,F,0,1,0
S01268,I005,networking python design surveying cloud,design analysis construction_management,7.89,5000,OBC,M,1,0,0
S00633,I025,surveying excel,surveying design,8.03,5000,ST,M,1,1,0
S03388,I050,excel cloud,ml frontend networking,7.84,5000,GEN,F,0,0,0
S02825,I018,social_media communication ml java,python java backend,7.73,5000,GEN,M,0,1,1
S00030,I032,cad_modelling python frontend surveying,construction_management surveying autocad design,8.06,5000,ST,F,0,0,0
S03558,I052,sql communication construction_management autocad,cloud ml frontend,8.13,5000,SC,M,0,0,0
S02692,I031,autocad construction_management python,sql analysis,7.25,5000,OBC,F,1,0,0
S00082,I041,backend cloud ml construction_management java,communication design excel seo,8.55,5000,GEN,F,1,0,0
S02428,I004,communication excel sql construction_management surveying,surveying construction_management autocad design,7.73,5000,GEN,F,1,1,1
S01477,I024,autocad networking social_media pcb_design,python pcb_design design,7.9,5000,ST,M,0,0,0
S00843,I036,networking cloud construction_management seo,frontend python,8.67,5000,OBC,F,0,0,0
S02940,I041,networking python frontend,communication design excel seo,7.77,5000,GEN,M,0,0,0
S03589,I013,communication social_media construction_management backend pcb_design,surveying analysis construction_management design,6.49,5000,GEN,F,0,0,0
S00278,I013,networking sql,surveying analysis construction_management design,6.42,5000,GEN,M,0,0,0
S01928,I011,communication social_media writing frontend,communication analysis,6.47,5000,OBC,F,1,0,0
S02043,I049,analysis cad_modelling design ml,writing seo design presentation,8.9,5000,GEN,M,0,1,1
S02246,I033,cad_modelling manufacturing analysis pcb_design communication,python design analysis,7.75,5000,OBC,M,0,0,0
S02106,I012,analysis backend cloud excel pcb_design,writing excel seo,7.52,5000,SC,M,1,1,1
S03210,I055,communication excel sql java,cloud ml backend python,6.66,5000,OBC,M,1,0,0
S01367,I044,sql ml cloud seo cad_modelling,sql presentation financial_modeling,7.81,5000,GEN,M,0,0,0
S00641,I010,seo communication,presentation sql,9.09,5000,GEN,F,1,0,0
S02266,I020,financial_modeling design,financial_modeling excel presentation,7.78,5000,GEN,M,1,0,0
S03283,I003,construction_management surveying,ml sql networking python,4.56,5000,OBC,M,0,0,0
S01639,I042,excel financial_modeling,communication excel presentation,6.43,5000,GEN,M,0,0,0
S00734,I047,manufacturing social_media surveying sql python,cad_modelling design manufacturing,6.69,5000,GEN,M,0,0,0
S03053,I046,analysis autocad surveying,cloud backend frontend,5.11,5000,GEN,M,1,0,0
S00719,I057,networking pcb_design analysis cad_modelling python,backend sql cloud ml,5.01,5000,OBC,F,1,0,0
S02719,I053,sql python cloud,backend sql cloud,7.63,5000,GEN,M,1,1,1
S02712,I037,presentation excel social_media backend manufacturing,networking python cloud backend,5.4,5000,OBC,M,1,0,0
S03404,I027,manufacturing networking pcb_design sql,autocad construction_management analysis,5.31,5000,SC,F,1,0,0
S03926,I011,analysis design,communication analysis,7.23,5000,SC,F,0,1,1
S03727,I011,presentation analysis,communication analysis,6.19,5000,GEN,M,0,1,1
S03122,I010,communication analysis sql,presentation sql,6.39,5000,GEN,M,0,0,0
S00682,I057,presentation analysis frontend social_media excel,backend sql cloud ml,5.9,5000,GEN,F,0,0,0
S01607,I050,ml manufacturing,ml frontend networking,7.22,5000,OBC,M,1,0,0
S02132,I054,autocad design,networking sql frontend backend,6.67,5000,OBC,M,1,0,0
S01422,I003,communication surveying,ml sql networking python,7.55,5000,SC,F,0,0,0
S01417,I023,design seo surveying financial_modeling,ml frontend sql java,6.67,5000,SC,M,1,0,0
S00560,I031,seo writing,sql analysis,7.71,5000,SC,F,0,0,0
S00800,I028,manufacturing design ml,design analysis cad_modelling,7.18,5000,GEN,F,1,0,0
S02109,I036,sql ml,frontend python,4.82,5000,OBC,O,1,0,0
S00416,I012,financial_modeling presentation analysis seo communication,writing excel seo,7.4,5000,GEN,F,0,0,0
S01564,I046,design seo cloud java,cloud backend frontend,7.82,5000,GEN,M,0,0,0
S02162,I011,python pcb_design social_media,communication analysis,7.38,5000,ST,M,1,0,0
S02404,I024,construction_management autocad,python pcb_design design,6.71,5000,GEN,M,0,0,0
S02249,I043,construction_management surveying presentation,presentation seo communication writing,4.92,5000,OBC,F,0,0,0
S01340,I005,pcb_design manufacturing,design analysis construction_management,7.14,5000,OBC,F,1,0,0
S01865,I041,construction_management autocad analysis communication ml,communication design excel seo,8.76,5000,OBC,F,0,1,1
S01728,I052,networking frontend java cloud,cloud ml frontend,6.6,5000,GEN,M,0,0,0
S03741,I026,sql backend cloud analysis presentation,networking pcb_design design,5.43,5000,SC,M,1,0,0
S03814,I010,design autocad,presentation sql,4.62,5000,GEN,F,0,0,0
S02832,I041,presentation communication social_media,communication design excel seo,6.49,5000,OBC,M,0,0,0
